0,7.835999895178248e-07
1,1.979100034077419e-06
2,3.5404000300331973e-06
3,4.0263999835588035e-06
4,5.018100000597769e-06
5,6.367800051521044e-06
6,7.76270007918356e-06
7,9.156299984169892e-06
8,1.0649799969542073e-05
9,1.232029999300721e-05
10,1.3990500065119704e-05
11,1.6902000061236323e-05
12,1.7726700025377796e-05
13,1.9687399981194175e-05
14,2.1434700011013773e-05
15,2.3834700004954357e-05
16,2.5898900003085145e-05
17,2.8301499969529687e-05
18,3.091309999945224e-05
19,3.332969999974012e-05
20,3.568350002751686e-05
21,7.526489998781472e-05
22,6.032620003679767e-05
23,4.5750099980068625e-05
24,5.188169998291414e-05
25,5.0406100035615965e-05
26,5.996139998387662e-05
27,7.081100002324093e-05
28,6.079519998820615e-05
29,6.525129992951406e-05
30,6.73744999403425e-05
31,7.143570001062471e-05
32,7.683289995839005e-05
33,7.836090007913299e-05
34,8.368030003111926e-05
35,8.747210004003136e-05
36,0.00010288319999745
37,9.642489994803327e-05
38,0.00011304899999231566
39,0.00013335020003069076
40,0.00011073509995185304
41,0.00011185810008100816
42,0.0001155842000116536
43,0.00012074129999746219
44,0.00012812109998776576
45,0.00014423689999603083
46,0.00013948429996162303
47,0.00014189519997671597
48,0.00014959619993533125
49,0.00015079409995450989
50,0.00024078659998849616
51,0.00016509979996044423
52,0.00017309040003965492
53,0.00017129199995906673
54,0.00026670479992390027
55,0.00018985780006914866
56,0.00019396819998291904
57,0.00019718470002771937
58,0.00021720300001106806
59,0.00020835300001635914
60,0.00022061609997763297
61,0.00023973200004547834
62,0.00023199529996418278
63,0.00023364660000879667
64,0.0002444240999466274
65,0.00030798789994150865
66,0.0002584547999504139
67,0.0002846878000127617
68,0.0002713609000238648
69,0.0002739151000241691
70,0.00035899509994123945
71,0.0002881673000047158
72,0.0003020584999831044
73,0.00030346630001076846
74,0.0003687999999783642
75,0.0003204742999514565
76,0.0003287478999482119
77,0.0003467880999778572
78,0.0003635951000433124
79,0.0003516996999678668
80,0.00037437900000441003
81,0.00043151780000698635
82,0.0003776653000386432
83,0.00038141510003697476
84,0.0005146710000190069
85,0.00040611309996165803
86,0.00041488850001769606
87,0.00042217649997837724
88,0.00042999410006814285
89,0.00043570329999056414
90,0.00046540729999833275
91,0.0004676694000409043
92,0.00046781890005149763
93,0.0004781472999638936
94,0.000483730399992055
95,0.0004944987999806472
96,0.0005671834999702696
97,0.0005288528000164661
98,0.000538226000026043
99,0.0005284070000016073
100,0.0007179172999713046
101,0.0006171425000502495
102,0.0005750049000198487
103,0.0005768636000539118
104,0.0006080782000026375
105,0.0005934515999797441
106,0.000635786999919219
107,0.0006090093999773672
108,0.0007429895000313991
109,0.0006763759000023128
110,0.0006768227000065963
111,0.0006498861000181933
112,0.0007791180999447533
113,0.0006790937000005215
114,0.000706916800027102
115,0.0007035550999717089
116,0.0008371175000320364
117,0.0007216003999928944
118,0.0007519452999986242
119,0.0007786143999510386
120,0.0008132743999340164
121,0.0007712364999861165
122,0.0007981056000062381
123,0.000816903499980981
124,0.0008279138000034436
125,0.0008245283999713138
126,0.0008566914999391884
127,0.0009075824000319699
128,0.0008576419000746683
129,0.0008906221999495755
130,0.0009462226999858103
131,0.000885160000052565
132,0.001018267899962666
133,0.0009789310999622103
134,0.0009240289999979723
135,0.0010580068999843206
136,0.0010146689999601221
137,0.0009726811999826168
138,0.0009952682999937678
139,0.001056570700075099
140,0.0010126213999683386
141,0.0010790342999825952
142,0.001051392599947576
143,0.0012584158999743521
144,0.001079517499965732
145,0.001082693299940729
146,0.0011686154999551944
147,0.0011181100000612787
148,0.0011366642000211868
149,0.0011579986000469944
150,0.0012896559000182607
151,0.0012015840999993089
152,0.0013353907000237086
153,0.0012125872000069648
154,0.0017112810999606153
155,0.0013709926999581512
156,0.0013703595000151836
157,0.0013528516000405944
158,0.001366464700004144
159,0.0013148963999810802
160,0.0014157144999444426
161,0.0013486564000231738
162,0.0014177214000483218
163,0.0013687227999980677
164,0.001591517399992881
165,0.0014125478000096337
166,0.0016599697999481577
167,0.0017880893000437937
168,0.0027615969000180486
169,0.0026747909999357946
170,0.0015863311000430258
171,0.0015269013000761334
172,0.0016937026000050537
173,0.001515022900002805
174,0.0016548546999729298
175,0.0016601837000052911
176,0.0015814815999874554
177,0.0016928394000387925
178,0.0016359835999537609
179,0.0016590266000093834
180,0.0017740227999638591
181,0.00165899020003053
182,0.0016875727999831724
183,0.001697397399948386
184,0.0018207854000138468
185,0.0018218094000076236
186,0.0017601010000362293
187,0.0018572560000393423
188,0.0018627101999300066
189,0.0018454910999935238
190,0.00183898319992295
191,0.001938138999958028
192,0.0019022663999749057
193,0.0019952615999500266
194,0.001965635899978224
195,0.001961616199969285
196,0.0020325218000834867
197,0.0020452084999305954
198,0.0019520226000167896
199,0.0020556434999889463
200,0.002028314800008957
201,0.002040632199987158
202,0.00208027349999611
203,0.0020700564999970084
204,0.0021336914000130492
205,0.0040698325999983355
206,0.003723096500016254
207,0.002266010500079574
208,0.002413706499919499
209,0.0022865314000227953
210,0.0022844165000606154
211,0.0022524441999848934
212,0.0024746586999754073
213,0.002380773299955763
214,0.002530965499954618
215,0.0024258436000309303
216,0.00254223819993058
217,0.0023873834000369245
218,0.002435441100078606
219,0.0025978597999710474
220,0.00248816799994529
221,0.0024636884000756253
222,0.002522337999926094
223,0.0026063364000037835
224,0.0025218140999641037
225,0.002594794099968567
226,0.0026743480999357415
227,0.002636739399986254
228,0.0027578305999668372
229,0.002767349900022964
